epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
55,114.383,2.12786,2.0932,2.75874,0.39728,0.58333,0.62611,0.27211,1.97948,1.7073,2.72993,0.000775822,0.000775822,0.000775822
56,116.694,2.169,2.0545,2.75684,0.54747,0.72222,0.66003,0.29294,1.82528,1.63133,2.57567,0.000759318,0.000759318,0.000759318
57,118.677,2.07279,2.19083,2.75874,0.73388,0.75065,0.78499,0.3741,1.69332,1.55473,2.5068,0.000742815,0.000742815,0.000742815
58,120.459,2.07082,1.92504,2.71349,0.57795,0.77778,0.75919,0.31882,1.77075,1.6426,2.55435,0.000726312,0.000726312,0.000726312
59,122.235,2.08419,1.86145,2.80984,0.66592,0.6513,0.71582,0.23616,2.07513,1.78782,2.79697,0.000709809,0.000709809,0.000709809
60,124.118,2.03008,1.82612,2.75363,0.77243,0.66667,0.76273,0.34361,1.75895,1.52288,2.56127,0.000693305,0.000693305,0.000693305
61,126.13,2.22322,1.89444,2.72418,0.82439,0.68331,0.80537,0.42716,1.70968,1.39441,2.48813,0.000676802,0.000676802,0.000676802
62,128.164,2.01934,1.86809,2.64035,0.53042,0.75,0.73513,0.32983,1.99177,1.62159,2.67455,0.000660299,0.000660299,0.000660299
63,129.715,1.95671,1.87415,2.61759,0.6957,0.47222,0.63009,0.31745,1.83418,1.91819,2.52382,0.000643795,0.000643795,0.000643795
64,131.434,2.10584,1.82566,2.7444,0.72217,0.76207,0.77201,0.37789,1.71067,1.48362,2.47197,0.000627292,0.000627292,0.000627292
65,133.88,2.09345,1.80597,2.55459,0.79912,0.66667,0.76855,0.38305,1.59056,2.0234,2.34308,0.000610789,0.000610789,0.000610789
66,135.365,1.9448,1.73129,2.63937,0.73669,0.77778,0.81328,0.43087,1.58632,1.48586,2.3747,0.000594286,0.000594286,0.000594286
67,137.052,2.03618,1.69529,2.67883,0.84061,0.69444,0.82752,0.43759,1.63954,1.35144,2.40764,0.000577782,0.000577782,0.000577782
68,138.422,2.02513,1.64321,2.69989,0.8854,0.84159,0.89253,0.50365,1.62366,1.2198,2.44442,0.000561279,0.000561279,0.000561279
69,139.997,1.97938,1.68423,2.66787,0.82715,0.79605,0.86578,0.43507,1.70496,1.29706,2.5227,0.000544776,0.000544776,0.000544776
70,141.521,2.04421,1.77874,2.83059,0.82136,0.8045,0.90255,0.40634,1.74626,1.41346,2.52064,0.000528272,0.000528272,0.000528272
71,143.119,1.88279,1.60715,2.63138,0.80063,0.74058,0.8479,0.42449,1.72929,1.46825,2.46726,0.000511769,0.000511769,0.000511769
72,145.471,1.83993,1.53668,2.59306,0.80929,0.63889,0.76317,0.41233,1.70546,1.64997,2.47498,0.000495266,0.000495266,0.000495266
73,148.792,2.1284,1.73101,2.60499,0.84521,0.84545,0.8481,0.43312,1.7275,1.48711,2.46149,0.000478762,0.000478762,0.000478762
74,151.854,2.00846,1.55313,2.62597,0.84332,0.83729,0.89178,0.44719,1.70351,1.26737,2.45908,0.000462259,0.000462259,0.000462259
75,154.799,1.90004,1.71844,2.56908,0.88309,0.80556,0.90691,0.48237,1.56555,1.17086,2.35259,0.000445756,0.000445756,0.000445756
76,157.178,1.92466,1.68469,2.53545,0.79051,0.81935,0.85677,0.4872,1.53673,1.41584,2.27136,0.000429253,0.000429253,0.000429253
77,158.921,1.94093,1.63507,2.57787,0.83915,0.7939,0.86892,0.49966,1.60273,1.44106,2.32017,0.000412749,0.000412749,0.000412749
78,160.746,1.94443,1.54856,2.59841,0.82056,0.75324,0.87106,0.47835,1.64861,1.51525,2.36144,0.000396246,0.000396246,0.000396246
79,163.184,1.90762,1.59292,2.54127,0.79352,0.83541,0.85659,0.45337,1.66104,1.59482,2.34958,0.000379743,0.000379743,0.000379743
80,164.874,1.98382,1.60708,2.62485,0.89849,0.77778,0.86181,0.46999,1.60165,1.30435,2.35855,0.000363239,0.000363239,0.000363239
81,166.657,1.9309,1.56912,2.66477,0.80556,0.84588,0.85556,0.46726,1.61254,1.50587,2.37112,0.000346736,0.000346736,0.000346736
82,168.608,1.92121,1.63464,2.55183,0.72024,0.8688,0.86381,0.45643,1.62774,1.61169,2.37463,0.000330233,0.000330233,0.000330233
83,170.572,1.75364,1.48944,2.49391,0.82443,0.82554,0.87491,0.40574,1.66225,1.59468,2.39757,0.000313729,0.000313729,0.000313729
84,172.468,1.91838,1.62345,2.59915,0.9059,0.82706,0.80707,0.43402,1.6727,1.35807,2.4023,0.000297226,0.000297226,0.000297226
85,174.227,1.90647,1.4943,2.51523,0.9222,0.80556,0.82807,0.48872,1.53538,1.22299,2.29694,0.000280723,0.000280723,0.000280723
86,176.535,1.90823,1.59351,2.55259,0.83605,0.7646,0.82013,0.48328,1.51242,1.23001,2.27601,0.00026422,0.00026422,0.00026422
87,178.841,1.79411,1.5406,2.46532,0.866,0.77778,0.80905,0.48861,1.51908,1.21288,2.27357,0.000247716,0.000247716,0.000247716
88,181.112,2.01338,1.60657,2.53634,0.79002,0.79747,0.8399,0.4962,1.49416,1.32894,2.19737,0.000231213,0.000231213,0.000231213
89,183.98,1.84358,1.57874,2.53974,0.85787,0.69444,0.81221,0.49715,1.54225,1.62168,2.22863,0.00021471,0.00021471,0.00021471
90,186.079,1.87757,1.58813,2.59273,0.89652,0.73227,0.82795,0.50208,1.53121,1.57666,2.23386,0.000198206,0.000198206,0.000198206
91,190.412,1.50786,1.57635,2.359,0.86945,0.74283,0.85036,0.52986,1.54082,1.3093,2.23742,0.000181703,0.000181703,0.000181703
92,193.109,1.47957,1.46825,2.38377,0.92934,0.80556,0.89696,0.51965,1.49407,1.16194,2.20435,0.0001652,0.0001652,0.0001652
93,195.498,1.47278,1.48732,2.3417,0.94393,0.80556,0.8895,0.50642,1.52561,1.15286,2.23796,0.000148696,0.000148696,0.000148696
94,197.226,1.42836,1.53433,2.28751,0.94277,0.83333,0.89738,0.51019,1.50293,1.12785,2.2071,0.000132193,0.000132193,0.000132193
95,199.428,1.36799,1.44024,2.22915,0.98078,0.83333,0.92162,0.53003,1.48123,1.11881,2.18193,0.00011569,0.00011569,0.00011569
96,201.525,1.42807,1.38245,2.30017,0.96208,0.77778,0.92209,0.49722,1.53573,1.21004,2.24501,9.91865e-05,9.91865e-05,9.91865e-05
97,203.297,1.47208,1.15757,2.43663,0.86929,0.86966,0.92035,0.51783,1.54872,1.23293,2.25771,8.26832e-05,8.26832e-05,8.26832e-05
98,204.911,1.39606,1.37368,2.33894,0.90091,0.78868,0.8757,0.52792,1.54009,1.19328,2.25754,6.61799e-05,6.61799e-05,6.61799e-05
99,206.654,1.41194,1.24745,2.23308,0.89603,0.8862,0.93145,0.55926,1.55868,1.13476,2.24658,4.96766e-05,4.96766e-05,4.96766e-05
100,208.734,1.42454,1.31199,2.39296,0.92483,0.88432,0.9493,0.5559,1.52317,1.11378,2.21614,3.31733e-05,3.31733e-05,3.31733e-05
