epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
14,970.496,0.65933,0.46023,1.27185,0.99137,0.99724,0.99474,0.91508,0.4246,0.29979,1.07673,0.0093565,0.0093565,0.0093565
15,1038.24,0.65979,0.45158,1.27233,0.99581,0.99516,0.99454,0.92382,0.40985,0.27225,1.05584,0.009307,0.009307,0.009307
16,1104.12,0.65505,0.4542,1.26319,0.99659,0.99733,0.995,0.92052,0.41202,0.26728,1.05103,0.0092575,0.0092575,0.0092575
17,1170.53,0.64973,0.44672,1.25438,0.9962,1,0.995,0.92267,0.40949,0.26839,1.05852,0.009208,0.009208,0.009208
18,1236.24,0.63888,0.43909,1.25278,0.9993,1,0.995,0.93005,0.38402,0.24995,1.04104,0.0091585,0.0091585,0.0091585
19,1302.42,0.63692,0.43199,1.24531,0.99806,1,0.995,0.93008,0.38388,0.24206,1.04275,0.009109,0.009109,0.009109
20,1367.67,0.63182,0.42742,1.2357,0.99923,1,0.995,0.93159,0.38617,0.24496,1.03483,0.0090595,0.0090595,0.0090595
21,1433.96,0.61465,0.41689,1.2208,0.99718,0.99962,0.995,0.92534,0.3816,0.24815,1.03255,0.00901,0.00901,0.00901
22,1499.23,0.62205,0.41198,1.22844,0.99907,1,0.995,0.9298,0.38943,0.232,1.04156,0.0089605,0.0089605,0.0089605
23,1565.63,0.60359,0.40875,1.21765,0.99945,1,0.995,0.92642,0.38321,0.22888,1.03054,0.008911,0.008911,0.008911
24,1631,0.60825,0.40602,1.21972,0.99978,1,0.995,0.92489,0.38666,0.22939,1.04179,0.0088615,0.0088615,0.0088615
25,1696.74,0.60318,0.40138,1.21165,0.99975,1,0.995,0.93778,0.3759,0.22141,1.03101,0.008812,0.008812,0.008812
26,1762.69,0.59459,0.39603,1.21201,0.99958,1,0.995,0.93079,0.37086,0.21851,1.03132,0.0087625,0.0087625,0.0087625
27,1828.95,0.59418,0.39136,1.20261,0.9996,1,0.995,0.93195,0.37403,0.21388,1.03075,0.008713,0.008713,0.008713
28,1894.43,0.58942,0.38376,1.20301,0.99925,1,0.995,0.93667,0.36144,0.21155,1.01663,0.0086635,0.0086635,0.0086635
29,1960.14,0.58825,0.38554,1.19657,0.99965,1,0.995,0.93835,0.36527,0.20495,1.00916,0.008614,0.008614,0.008614
30,2025.55,0.58116,0.37913,1.1916,0.99962,1,0.995,0.94115,0.3588,0.20491,1.01105,0.0085645,0.0085645,0.0085645
31,2092.04,0.58583,0.37919,1.19264,0.99965,1,0.995,0.93834,0.36003,0.20134,1.02179,0.008515,0.008515,0.008515
32,2156.64,0.58105,0.37281,1.18888,0.99967,1,0.995,0.93859,0.36092,0.20189,1.0231,0.0084655,0.0084655,0.0084655
33,2222.6,0.57496,0.36782,1.18324,0.99964,1,0.995,0.9351,0.36436,0.20434,1.0275,0.008416,0.008416,0.008416
34,2287.44,0.57702,0.36986,1.18179,0.99966,1,0.995,0.94128,0.35967,0.20208,1.01362,0.0083665,0.0083665,0.0083665
35,2353.87,0.57244,0.36766,1.18149,0.99956,1,0.995,0.93847,0.3579,0.20169,1.01632,0.008317,0.008317,0.008317
36,2418.7,0.57226,0.36326,1.17711,0.99954,1,0.995,0.94582,0.35157,0.19396,1.00329,0.0082675,0.0082675,0.0082675
37,2484.61,0.57044,0.36476,1.17094,0.99959,1,0.995,0.93881,0.35376,0.19342,1.01067,0.008218,0.008218,0.008218
38,2550.3,0.56145,0.35504,1.1682,0.99967,1,0.995,0.94426,0.35195,0.18726,1.01069,0.0081685,0.0081685,0.0081685
39,2616.58,0.56392,0.35814,1.16645,0.99958,1,0.995,0.94354,0.35741,0.19164,1.01847,0.008119,0.008119,0.008119
40,2681.44,0.56328,0.35414,1.16961,0.99969,1,0.995,0.9434,0.34954,0.18438,1.0138,0.0080695,0.0080695,0.0080695
41,2747.18,0.5588,0.34885,1.15885,0.99964,1,0.995,0.94579,0.34666,0.18331,1.0021,0.00802,0.00802,0.00802
42,2812.34,0.55363,0.34456,1.16326,0.99964,1,0.995,0.94353,0.34647,0.18549,1.00785,0.0079705,0.0079705,0.0079705
43,2877.47,0.55788,0.34984,1.16566,0.99965,1,0.995,0.94308,0.34169,0.18048,0.99498,0.007921,0.007921,0.007921
44,2942.52,0.54676,0.34255,1.15028,0.99973,1,0.995,0.94126,0.34535,0.1789,1.0017,0.0078715,0.0078715,0.0078715
45,3008.45,0.55038,0.34171,1.15779,0.99969,1,0.995,0.94355,0.34214,0.17674,0.9945,0.007822,0.007822,0.007822
46,3073.44,0.54872,0.34577,1.15146,0.9997,1,0.995,0.94685,0.34416,0.17826,0.99223,0.0077725,0.0077725,0.0077725
47,3139.12,0.54443,0.33648,1.15352,0.9997,1,0.995,0.94309,0.34592,0.17519,1.00276,0.007723,0.007723,0.007723
48,3204.26,0.54385,0.33323,1.15312,0.99955,1,0.995,0.94245,0.33913,0.17447,0.99708,0.0076735,0.0076735,0.0076735
49,3271.37,0.54971,0.33976,1.15251,0.99964,1,0.995,0.94121,0.34058,0.17247,1.00191,0.007624,0.007624,0.007624
50,3342.22,0.54374,0.33359,1.15514,0.99975,1,0.995,0.94799,0.33435,0.16963,0.99507,0.0075745,0.0075745,0.0075745
51,3418.57,0.54402,0.33613,1.14916,0.99969,1,0.995,0.94567,0.34097,0.1704,1.00274,0.007525,0.007525,0.007525
52,3491.75,0.53536,0.33186,1.14619,0.99922,1,0.995,0.94565,0.33518,0.17026,0.99736,0.0074755,0.0074755,0.0074755
53,3567,0.53844,0.32505,1.14522,0.9997,1,0.995,0.94551,0.33717,0.16921,1.00545,0.007426,0.007426,0.007426
54,3640.05,0.53865,0.33354,1.14873,0.99972,1,0.995,0.94376,0.33609,0.16646,0.99804,0.0073765,0.0073765,0.0073765
55,3714.96,0.54048,0.33176,1.14767,0.99949,1,0.995,0.9488,0.33945,0.17211,0.99982,0.007327,0.007327,0.007327
56,3784.87,0.53854,0.32818,1.14662,0.99965,1,0.995,0.9447,0.33722,0.16742,1.00198,0.0072775,0.0072775,0.0072775
57,3851.63,0.53455,0.32733,1.14909,0.99956,1,0.995,0.9453,0.33612,0.16985,1.00348,0.007228,0.007228,0.007228
58,3918.18,0.53114,0.32262,1.13617,0.99965,1,0.995,0.9432,0.33569,0.16286,1.00505,0.0071785,0.0071785,0.0071785
59,3984.98,0.52927,0.31959,1.13538,0.99964,1,0.995,0.94496,0.33416,0.16185,0.99061,0.007129,0.007129,0.007129
60,4051.36,0.53185,0.32349,1.13716,0.99968,1,0.995,0.94625,0.33006,0.16115,0.99134,0.0070795,0.0070795,0.0070795
61,4118.42,0.52716,0.31859,1.13783,0.99968,1,0.995,0.94643,0.33327,0.16347,0.99697,0.00703,0.00703,0.00703
62,4184.48,0.52978,0.32059,1.13876,0.99969,1,0.995,0.94562,0.33497,0.16194,1.00171,0.0069805,0.0069805,0.0069805
63,4251.35,0.5268,0.3199,1.13657,0.99964,1,0.995,0.94705,0.33117,0.15972,0.99604,0.006931,0.006931,0.006931
64,4317.95,0.5256,0.31584,1.1352,0.99952,1,0.995,0.94448,0.33517,0.15875,1.00309,0.0068815,0.0068815,0.0068815
65,4383.89,0.52361,0.31692,1.1264,0.99964,1,0.995,0.9443,0.33475,0.15567,1.00093,0.006832,0.006832,0.006832
66,4449.35,0.523,0.31545,1.13153,0.99961,1,0.995,0.94623,0.33356,0.15922,0.99825,0.0067825,0.0067825,0.0067825
67,4515.37,0.52354,0.30984,1.13105,0.99967,1,0.995,0.94323,0.33398,0.15598,0.99984,0.006733,0.006733,0.006733
68,4581.28,0.52312,0.31497,1.12818,0.99963,1,0.995,0.94598,0.3304,0.15559,0.99946,0.0066835,0.0066835,0.0066835
69,4646.3,0.52236,0.30959,1.13427,0.99957,1,0.995,0.94551,0.32818,0.15564,1.00026,0.006634,0.006634,0.006634
70,4711.73,0.51914,0.30988,1.12746,0.99963,1,0.995,0.94573,0.32768,0.15762,0.99747,0.0065845,0.0065845,0.0065845
71,4777.51,0.51655,0.30705,1.12369,0.99973,1,0.995,0.94585,0.32792,0.15521,0.99489,0.006535,0.006535,0.006535
72,4843.4,0.51461,0.31036,1.13119,0.99974,1,0.995,0.94567,0.32944,0.15662,0.99883,0.0064855,0.0064855,0.0064855
73,4908.82,0.5175,0.30125,1.12956,0.9997,1,0.995,0.94799,0.32954,0.15445,0.99804,0.006436,0.006436,0.006436
74,4974.33,0.51722,0.30839,1.13089,0.99971,1,0.995,0.94548,0.32768,0.15367,0.98733,0.0063865,0.0063865,0.0063865
75,5040.64,0.51211,0.30305,1.12401,0.99973,1,0.995,0.94548,0.3281,0.15194,0.98838,0.006337,0.006337,0.006337
76,5105.58,0.51254,0.3076,1.12561,0.99972,1,0.995,0.94861,0.32588,0.15083,0.98862,0.0062875,0.0062875,0.0062875
77,5171.23,0.51468,0.30182,1.12143,0.99974,1,0.995,0.94501,0.32686,0.15239,0.99079,0.006238,0.006238,0.006238
78,5236.62,0.51378,0.30289,1.12137,0.99973,1,0.995,0.94655,0.32989,0.1531,0.9931,0.0061885,0.0061885,0.0061885
79,5302.64,0.51298,0.29981,1.12569,0.99974,1,0.995,0.94536,0.32766,0.15117,0.98874,0.006139,0.006139,0.006139
80,5367.9,0.50654,0.3007,1.1126,0.99974,1,0.995,0.95018,0.32763,0.14836,0.98618,0.0060895,0.0060895,0.0060895
81,5434.7,0.50726,0.29688,1.11686,0.9997,1,0.995,0.94854,0.32601,0.14861,0.9844,0.00604,0.00604,0.00604
82,5499.37,0.51307,0.30093,1.11412,0.99969,1,0.995,0.94858,0.32636,0.14848,0.98535,0.0059905,0.0059905,0.0059905
83,5565.49,0.50565,0.29835,1.11574,0.99974,1,0.995,0.94801,0.32336,0.14802,0.9832,0.005941,0.005941,0.005941
84,5630.61,0.50255,0.29451,1.11042,0.99975,1,0.995,0.94691,0.32358,0.14632,0.98597,0.0058915,0.0058915,0.0058915
85,5696.44,0.50469,0.2925,1.11404,0.99974,1,0.995,0.94876,0.32203,0.14822,0.98668,0.005842,0.005842,0.005842
86,5761.62,0.50139,0.29112,1.1144,0.99977,1,0.995,0.9476,0.32237,0.14628,0.98743,0.0057925,0.0057925,0.0057925
87,5827.49,0.50084,0.29586,1.11863,0.99976,1,0.995,0.94853,0.32229,0.14727,0.98518,0.005743,0.005743,0.005743
88,5893.69,0.50104,0.29271,1.11378,0.99976,1,0.995,0.94983,0.32176,0.14787,0.98531,0.0056935,0.0056935,0.0056935
89,5959.08,0.50358,0.29784,1.1114,0.99974,1,0.995,0.94905,0.32289,0.14778,0.9888,0.005644,0.005644,0.005644
90,6024.73,0.49906,0.29292,1.10962,0.99975,1,0.995,0.95179,0.32176,0.14605,0.98754,0.0055945,0.0055945,0.0055945
91,6089.98,0.49445,0.28957,1.09795,0.99974,1,0.995,0.9502,0.32191,0.14535,0.98848,0.005545,0.005545,0.005545
92,6155.72,0.4962,0.29012,1.11044,0.99974,1,0.995,0.94974,0.32206,0.14522,0.98921,0.0054955,0.0054955,0.0054955
93,6221.17,0.48878,0.28973,1.10582,0.99974,1,0.995,0.95034,0.322,0.14555,0.98839,0.005446,0.005446,0.005446
94,6286.8,0.49108,0.28624,1.10961,0.99974,1,0.995,0.94805,0.32163,0.14584,0.9883,0.0053965,0.0053965,0.0053965
95,6352.58,0.49391,0.29008,1.10294,0.99973,1,0.995,0.94641,0.32212,0.14587,0.98916,0.005347,0.005347,0.005347
96,6418.08,0.49148,0.28476,1.10635,0.99974,1,0.995,0.94909,0.32195,0.14524,0.98915,0.0052975,0.0052975,0.0052975
97,6483.68,0.48961,0.28077,1.10074,0.99974,1,0.995,0.9508,0.32127,0.14389,0.98722,0.005248,0.005248,0.005248
98,6549.31,0.49681,0.29074,1.10513,0.99974,1,0.995,0.94915,0.32062,0.14316,0.98527,0.0051985,0.0051985,0.0051985
99,6614.59,0.48838,0.28643,1.10319,0.99973,1,0.995,0.94946,0.32046,0.14311,0.98473,0.005149,0.005149,0.005149
100,6679.87,0.49117,0.28569,1.09932,0.99973,1,0.995,0.94899,0.32106,0.14263,0.98398,0.0050995,0.0050995,0.0050995
101,6745.85,0.48999,0.28221,1.09924,0.99973,1,0.995,0.94966,0.32105,0.14231,0.98434,0.00505,0.00505,0.00505
102,6810.95,0.48759,0.2799,1.10938,0.99973,1,0.995,0.95001,0.32166,0.14311,0.98467,0.0050005,0.0050005,0.0050005
103,6877.02,0.48679,0.28175,1.09865,0.99973,1,0.995,0.94859,0.32198,0.14286,0.98395,0.004951,0.004951,0.004951
104,6942.33,0.48422,0.28224,1.10026,0.99972,1,0.995,0.94924,0.32119,0.14199,0.98354,0.0049015,0.0049015,0.0049015
105,7008.41,0.48909,0.28247,1.10384,0.99972,1,0.995,0.94858,0.32133,0.14149,0.98425,0.004852,0.004852,0.004852
106,7074.23,0.48061,0.27656,1.09807,0.99973,1,0.995,0.94899,0.32111,0.14099,0.9842,0.0048025,0.0048025,0.0048025
107,7139.93,0.48085,0.28221,1.09615,0.99973,1,0.995,0.94983,0.31964,0.14144,0.98188,0.004753,0.004753,0.004753
108,7206.24,0.48267,0.28039,1.0966,0.99972,1,0.995,0.94994,0.31936,0.14072,0.98077,0.0047035,0.0047035,0.0047035
109,7272.06,0.48156,0.27782,1.1032,0.99971,1,0.995,0.95165,0.31917,0.14114,0.98095,0.004654,0.004654,0.004654
110,7337.05,0.47806,0.2803,1.09389,0.99972,1,0.995,0.95051,0.31869,0.14151,0.98023,0.0046045,0.0046045,0.0046045
111,7403.28,0.48069,0.27571,1.1006,0.99972,1,0.995,0.94944,0.3188,0.14016,0.98044,0.004555,0.004555,0.004555
112,7468.31,0.47366,0.2741,1.08768,0.99972,1,0.995,0.95084,0.31902,0.14003,0.98012,0.0045055,0.0045055,0.0045055
113,7534.32,0.47438,0.27593,1.08541,0.99972,1,0.995,0.94879,0.31859,0.14052,0.97908,0.004456,0.004456,0.004456
114,7599.46,0.47651,0.27559,1.08993,0.99971,1,0.995,0.95006,0.31813,0.1401,0.97817,0.0044065,0.0044065,0.0044065
115,7665.49,0.47922,0.26915,1.09586,0.99973,1,0.995,0.94901,0.31811,0.13973,0.97821,0.004357,0.004357,0.004357
116,7730.98,0.47465,0.27412,1.08881,0.99973,1,0.995,0.95043,0.31762,0.13971,0.97768,0.0043075,0.0043075,0.0043075
117,7797.07,0.4745,0.27321,1.08871,0.99974,1,0.995,0.95209,0.31755,0.13996,0.97746,0.004258,0.004258,0.004258
118,7862.46,0.47357,0.27272,1.09272,0.99974,1,0.995,0.95036,0.3171,0.13933,0.97704,0.0042085,0.0042085,0.0042085
119,7927.95,0.46788,0.27242,1.09087,0.99974,1,0.995,0.95058,0.31725,0.13923,0.97763,0.004159,0.004159,0.004159
120,7993.72,0.47338,0.27102,1.09533,0.99974,1,0.995,0.95125,0.31689,0.13841,0.97753,0.0041095,0.0041095,0.0041095
121,8059.63,0.47355,0.26953,1.09197,0.99974,1,0.995,0.95175,0.31651,0.13821,0.97706,0.00406,0.00406,0.00406
122,8124.7,0.47143,0.27133,1.09238,0.99974,1,0.995,0.9517,0.31648,0.13892,0.97675,0.0040105,0.0040105,0.0040105
123,8190.95,0.46678,0.26622,1.08955,0.99974,1,0.995,0.95014,0.3164,0.13821,0.977,0.003961,0.003961,0.003961
124,8256.25,0.4721,0.2719,1.09281,0.99974,1,0.995,0.95061,0.31599,0.1383,0.97718,0.0039115,0.0039115,0.0039115
125,8321.71,0.47258,0.26885,1.08865,0.99974,1,0.995,0.95083,0.31586,0.13775,0.97699,0.003862,0.003862,0.003862
126,8387.28,0.46774,0.26761,1.07966,0.99975,1,0.995,0.95109,0.31595,0.13811,0.97689,0.0038125,0.0038125,0.0038125
127,8453.03,0.47201,0.26739,1.08722,0.99975,1,0.995,0.95117,0.31606,0.13797,0.97704,0.003763,0.003763,0.003763
128,8518.65,0.46535,0.26475,1.08584,0.99974,1,0.995,0.95221,0.31595,0.13723,0.97741,0.0037135,0.0037135,0.0037135
129,8584.27,0.46375,0.26264,1.09299,0.99975,1,0.995,0.95191,0.31559,0.13706,0.97709,0.003664,0.003664,0.003664
130,8650.97,0.46676,0.26825,1.08247,0.99975,1,0.995,0.95102,0.31568,0.13769,0.97676,0.0036145,0.0036145,0.0036145
131,8717.43,0.46609,0.26701,1.08423,0.99975,1,0.995,0.95061,0.31527,0.13747,0.97658,0.003565,0.003565,0.003565
132,8784.1,0.45977,0.26582,1.0836,0.99975,1,0.995,0.95051,0.31539,0.13833,0.97658,0.0035155,0.0035155,0.0035155
133,8851.06,0.46198,0.26206,1.07671,0.99974,1,0.995,0.95154,0.31544,0.13719,0.97635,0.003466,0.003466,0.003466
134,8917.13,0.46282,0.26242,1.08313,0.99975,1,0.995,0.95109,0.31514,0.13761,0.97603,0.0034165,0.0034165,0.0034165
135,8983.69,0.45693,0.25904,1.07861,0.99974,1,0.995,0.95222,0.31519,0.13789,0.97612,0.003367,0.003367,0.003367
136,9049.71,0.46111,0.26296,1.07862,0.99975,1,0.995,0.95172,0.3152,0.13729,0.97602,0.0033175,0.0033175,0.0033175
137,9116.34,0.45863,0.26028,1.08103,0.99974,1,0.995,0.95187,0.31508,0.13724,0.97574,0.003268,0.003268,0.003268
138,9182.45,0.45903,0.2597,1.07835,0.99974,1,0.995,0.95281,0.31501,0.13739,0.97543,0.0032185,0.0032185,0.0032185
139,9252.75,0.45599,0.26167,1.07597,0.99974,1,0.995,0.95248,0.31497,0.13715,0.97537,0.003169,0.003169,0.003169
140,9319.66,0.45645,0.25835,1.08064,0.99974,1,0.995,0.95203,0.3149,0.13721,0.97511,0.0031195,0.0031195,0.0031195
141,9388.53,0.46002,0.25708,1.08333,0.99974,1,0.995,0.95188,0.31506,0.13749,0.9754,0.00307,0.00307,0.00307
142,9458.8,0.45027,0.25257,1.07646,0.99974,1,0.995,0.95197,0.31501,0.13698,0.97503,0.0030205,0.0030205,0.0030205
143,9530.15,0.44983,0.25393,1.07178,0.99974,1,0.995,0.95208,0.31476,0.13648,0.97462,0.002971,0.002971,0.002971
144,9602.52,0.45055,0.2538,1.07391,0.99974,1,0.995,0.95175,0.31461,0.1367,0.97447,0.0029215,0.0029215,0.0029215
145,9676.76,0.45292,0.25667,1.07193,0.99974,1,0.995,0.9525,0.31446,0.13656,0.97402,0.002872,0.002872,0.002872
146,9744.28,0.45487,0.25337,1.0779,0.99974,1,0.995,0.95267,0.3146,0.13644,0.97427,0.0028225,0.0028225,0.0028225
147,9818.83,0.45202,0.2525,1.07602,0.99974,1,0.995,0.95266,0.31413,0.1367,0.97351,0.002773,0.002773,0.002773
148,9891.76,0.45163,0.25274,1.07308,0.99974,1,0.995,0.95261,0.31422,0.13707,0.97393,0.0027235,0.0027235,0.0027235
149,9961.12,0.4461,0.2472,1.0687,0.99974,1,0.995,0.95199,0.31425,0.13656,0.97426,0.002674,0.002674,0.002674
150,10030.2,0.44559,0.25183,1.0744,0.99974,1,0.995,0.95211,0.31404,0.13573,0.97422,0.0026245,0.0026245,0.0026245
151,10098.3,0.44202,0.24771,1.06991,0.99974,1,0.995,0.95237,0.31419,0.1356,0.97451,0.002575,0.002575,0.002575
152,10165.5,0.4418,0.24962,1.06626,0.99974,1,0.995,0.95174,0.31406,0.13588,0.97438,0.0025255,0.0025255,0.0025255
153,10232.7,0.44568,0.25173,1.07122,0.99974,1,0.995,0.95134,0.314,0.13543,0.97451,0.002476,0.002476,0.002476
154,10300.3,0.44408,0.24682,1.07699,0.99974,1,0.995,0.95102,0.31391,0.13565,0.97413,0.0024265,0.0024265,0.0024265
155,10373.6,0.4456,0.24621,1.06618,0.99974,1,0.995,0.95102,0.31386,0.13541,0.97388,0.002377,0.002377,0.002377
156,10446.1,0.44097,0.2453,1.06802,0.99974,1,0.995,0.95148,0.31397,0.13557,0.97403,0.0023275,0.0023275,0.0023275
157,10517.4,0.44298,0.24525,1.07032,0.99974,1,0.995,0.95216,0.31397,0.13474,0.97389,0.002278,0.002278,0.002278
158,10585.9,0.43872,0.24411,1.0695,0.99974,1,0.995,0.95202,0.31376,0.1352,0.97367,0.0022285,0.0022285,0.0022285
159,10654.2,0.4388,0.2487,1.06674,0.99974,1,0.995,0.95178,0.3138,0.13551,0.97375,0.002179,0.002179,0.002179
160,10726.1,0.43548,0.24571,1.06482,0.99975,1,0.995,0.95151,0.31377,0.13479,0.97392,0.0021295,0.0021295,0.0021295
161,10798.5,0.43837,0.24067,1.06436,0.99974,1,0.995,0.95155,0.31382,0.13501,0.97391,0.00208,0.00208,0.00208
162,10875.8,0.44314,0.24453,1.06607,0.99974,1,0.995,0.95142,0.31386,0.13492,0.97398,0.0020305,0.0020305,0.0020305
163,10951.7,0.43586,0.2429,1.06356,0.99975,1,0.995,0.95139,0.31384,0.13517,0.97389,0.001981,0.001981,0.001981
164,11025.4,0.43018,0.24409,1.06142,0.99975,1,0.995,0.9518,0.31376,0.1367,0.97377,0.0019315,0.0019315,0.0019315
165,11092.8,0.433,0.23664,1.05961,0.99975,1,0.995,0.95137,0.31347,0.13656,0.97357,0.001882,0.001882,0.001882
166,11164.5,0.43296,0.24175,1.06187,0.99975,1,0.995,0.95201,0.31331,0.13567,0.97354,0.0018325,0.0018325,0.0018325
167,11242.8,0.43617,0.24186,1.06126,0.99975,1,0.995,0.95194,0.31337,0.1351,0.97377,0.001783,0.001783,0.001783
168,11317,0.43474,0.24197,1.06002,0.99975,1,0.995,0.95213,0.31351,0.13539,0.97378,0.0017335,0.0017335,0.0017335
169,11393.6,0.43638,0.24518,1.06471,0.99975,1,0.995,0.9524,0.31332,0.136,0.97363,0.001684,0.001684,0.001684
170,11469.6,0.42646,0.23746,1.05344,0.99975,1,0.995,0.95257,0.31323,0.1362,0.97354,0.0016345,0.0016345,0.0016345
171,11545.1,0.43374,0.23963,1.06486,0.99975,1,0.995,0.95244,0.31307,0.13657,0.97339,0.001585,0.001585,0.001585
172,11623.9,0.42531,0.23582,1.05348,0.99975,1,0.995,0.95224,0.31304,0.13604,0.97344,0.0015355,0.0015355,0.0015355
173,11704.2,0.42555,0.23597,1.05484,0.99975,1,0.995,0.95296,0.31312,0.13629,0.97343,0.001486,0.001486,0.001486
174,11786.6,0.42292,0.23689,1.05501,0.99976,1,0.995,0.95228,0.313,0.13667,0.97318,0.0014365,0.0014365,0.0014365
175,11864.1,0.42857,0.23381,1.05693,0.99976,1,0.995,0.95219,0.31294,0.13677,0.97302,0.001387,0.001387,0.001387
176,11940.8,0.42678,0.23584,1.05447,0.99976,1,0.995,0.95238,0.31308,0.13748,0.97296,0.0013375,0.0013375,0.0013375
177,12017.6,0.42516,0.23663,1.05847,0.99976,1,0.995,0.95242,0.31295,0.1366,0.97302,0.001288,0.001288,0.001288
178,12093.7,0.422,0.23131,1.05619,0.99976,1,0.995,0.95216,0.3129,0.13675,0.97294,0.0012385,0.0012385,0.0012385
179,12172.1,0.42926,0.23509,1.0581,0.99976,1,0.995,0.95279,0.3129,0.1369,0.97294,0.001189,0.001189,0.001189
180,12251.6,0.4163,0.22568,1.05473,0.99976,1,0.995,0.95309,0.31281,0.13651,0.97285,0.0011395,0.0011395,0.0011395
181,12332.5,0.41953,0.22701,1.0449,0.99976,1,0.995,0.95213,0.31269,0.13655,0.97266,0.00109,0.00109,0.00109
182,12406.4,0.42159,0.23266,1.05264,0.99976,1,0.995,0.95235,0.31258,0.1368,0.97273,0.0010405,0.0010405,0.0010405
183,12473.1,0.4165,0.22621,1.05263,0.99976,1,0.995,0.95225,0.3125,0.13681,0.97265,0.000991,0.000991,0.000991
184,12547.9,0.41382,0.22584,1.0491,0.99975,1,0.995,0.95275,0.3124,0.13662,0.97265,0.0009415,0.0009415,0.0009415
185,12623.8,0.41174,0.22576,1.05222,0.99975,1,0.995,0.95241,0.3124,0.13663,0.97266,0.000892,0.000892,0.000892
186,12689.6,0.41563,0.22563,1.05058,0.99975,1,0.995,0.9526,0.31238,0.13669,0.97251,0.0008425,0.0008425,0.0008425
187,12756.6,0.41462,0.22192,1.04721,0.99975,1,0.995,0.95258,0.31242,0.13673,0.97257,0.000793,0.000793,0.000793
188,12823.5,0.41214,0.22124,1.04409,0.99975,1,0.995,0.95252,0.31231,0.13664,0.97253,0.0007435,0.0007435,0.0007435
189,12891.8,0.41277,0.22611,1.04948,0.99974,1,0.995,0.95237,0.31243,0.13666,0.97246,0.000694,0.000694,0.000694
190,12969.2,0.40758,0.22244,1.04509,0.99974,1,0.995,0.95228,0.31238,0.13659,0.97246,0.0006445,0.0006445,0.0006445
191,13038.1,0.29574,0.16033,0.91517,0.99974,1,0.995,0.95211,0.31231,0.13647,0.97253,0.000595,0.000595,0.000595
192,13102.8,0.29609,0.15838,0.9168,0.99974,1,0.995,0.95158,0.31221,0.1368,0.97239,0.0005455,0.0005455,0.0005455
193,13168.1,0.29268,0.15524,0.91027,0.99974,1,0.995,0.95263,0.31208,0.13735,0.97244,0.000496,0.000496,0.000496
194,13233.5,0.29171,0.15542,0.9127,0.99974,1,0.995,0.95287,0.31196,0.13813,0.97225,0.0004465,0.0004465,0.0004465
195,13298.7,0.29117,0.15326,0.90937,0.99973,1,0.995,0.95233,0.31189,0.13805,0.9722,0.000397,0.000397,0.000397
196,13364.5,0.2916,0.15237,0.90539,0.99973,1,0.995,0.95231,0.31179,0.13803,0.97209,0.0003475,0.0003475,0.0003475
197,13429.6,0.28987,0.15231,0.90771,0.99973,1,0.995,0.95247,0.31187,0.13729,0.97216,0.000298,0.000298,0.000298
