epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
17,911.645,1.12866,0.88956,2.27329,0.93421,0.93653,0.95263,0.72755,0.82631,0.56533,1.91156,0.000935018,0.000935018,0.000935018
18,966.277,1.11416,0.86995,2.25939,0.93768,0.93046,0.95179,0.73531,0.78891,0.54474,1.91069,0.000924019,0.000924019,0.000924019
19,1023.44,1.11357,0.86461,2.24179,0.92168,0.92592,0.95417,0.73863,0.77434,0.54868,1.89533,0.00091302,0.00091302,0.00091302
20,1077.96,1.09622,0.84896,2.212,0.91856,0.9497,0.95412,0.7363,0.8008,0.52246,1.84138,0.000902021,0.000902021,0.000902021
21,1129.48,1.08398,0.82978,2.20807,0.92137,0.95261,0.95914,0.73653,0.78609,0.52075,1.83246,0.000891022,0.000891022,0.000891022
22,1179.06,1.07712,0.8335,2.18591,0.94977,0.92958,0.96235,0.75467,0.76934,0.52463,1.81295,0.000880023,0.000880023,0.000880023
23,1227.72,1.06752,0.82707,2.1719,0.94503,0.94069,0.95699,0.7507,0.76993,0.50796,1.84967,0.000869024,0.000869024,0.000869024
24,1278.11,1.05216,0.81187,2.16002,0.93048,0.95477,0.96185,0.756,0.76522,0.50176,1.79228,0.000858025,0.000858025,0.000858025
25,1333.69,1.0546,0.8064,2.14599,0.92953,0.956,0.95858,0.75456,0.73435,0.50092,1.81041,0.000847026,0.000847026,0.000847026
26,1388.77,1.03234,0.78557,2.1264,0.92424,0.95454,0.96241,0.75371,0.72227,0.4953,1.75195,0.000836027,0.000836027,0.000836027
27,1437.12,1.01988,0.78429,2.11549,0.93829,0.94885,0.9634,0.76216,0.74084,0.49599,1.75577,0.000825029,0.000825029,0.000825029
28,1480.15,1.02697,0.78889,2.12337,0.93587,0.95719,0.96693,0.76353,0.7316,0.49408,1.73918,0.00081403,0.00081403,0.00081403
29,1524.33,1.01751,0.78593,2.11129,0.93478,0.95981,0.961,0.75786,0.72682,0.49903,1.75188,0.000803031,0.000803031,0.000803031
30,1570.38,1.00858,0.7729,2.09888,0.94801,0.9512,0.96261,0.76667,0.71622,0.49213,1.7345,0.000792032,0.000792032,0.000792032
31,1621.57,1.00069,0.76279,2.09414,0.93322,0.95972,0.96811,0.77426,0.70039,0.47279,1.72062,0.000781033,0.000781033,0.000781033
32,1669.99,1.00262,0.77199,2.0832,0.93745,0.95966,0.96393,0.77938,0.71024,0.47858,1.69441,0.000770034,0.000770034,0.000770034
33,1719.83,0.99244,0.75504,2.09079,0.9424,0.95608,0.96483,0.77603,0.69532,0.47052,1.71439,0.000759035,0.000759035,0.000759035
34,1772.7,0.99136,0.75957,2.07114,0.93216,0.96423,0.96202,0.77675,0.68461,0.46932,1.71889,0.000748036,0.000748036,0.000748036
35,1823.09,0.98393,0.747,2.05663,0.9381,0.95969,0.96618,0.77796,0.68523,0.46131,1.70388,0.000737037,0.000737037,0.000737037
36,1872.73,0.981,0.75354,2.05743,0.94091,0.96464,0.96575,0.78419,0.67843,0.45489,1.66729,0.000726038,0.000726038,0.000726038
37,1924.05,0.96878,0.73438,2.05559,0.94184,0.95557,0.96165,0.77598,0.68077,0.45676,1.66365,0.00071504,0.00071504,0.00071504
38,1975.67,0.97199,0.73828,2.04562,0.94875,0.95558,0.9652,0.78072,0.69044,0.46372,1.65778,0.000704041,0.000704041,0.000704041
39,2023.98,0.96439,0.73474,2.04623,0.95716,0.94509,0.96612,0.78267,0.67125,0.45996,1.65755,0.000693042,0.000693042,0.000693042
40,2072.27,0.95514,0.72957,2.01784,0.94627,0.95691,0.96554,0.78618,0.67113,0.44892,1.64476,0.000682043,0.000682043,0.000682043
41,2123.32,0.94914,0.72254,2.02293,0.94121,0.96681,0.97091,0.79392,0.65756,0.44615,1.63271,0.000671044,0.000671044,0.000671044
42,2171.86,0.9331,0.70674,1.99635,0.9434,0.96364,0.96647,0.79486,0.65514,0.44817,1.63487,0.000660045,0.000660045,0.000660045
43,2217.02,0.93731,0.70789,1.99739,0.95432,0.96444,0.96793,0.78586,0.64462,0.44947,1.65112,0.000649046,0.000649046,0.000649046
44,2264.35,0.93053,0.70172,1.98322,0.9446,0.96045,0.96343,0.7899,0.64325,0.4464,1.60477,0.000638047,0.000638047,0.000638047
45,2308.76,0.93013,0.70069,1.98225,0.93639,0.9715,0.96724,0.78668,0.64803,0.44837,1.62748,0.000627048,0.000627048,0.000627048
46,2355.07,0.92639,0.69928,1.98346,0.95088,0.96354,0.96415,0.79356,0.64385,0.44074,1.60117,0.000616049,0.000616049,0.000616049
47,2396.59,0.92345,0.69483,1.98172,0.94981,0.96028,0.97245,0.80258,0.63464,0.43539,1.59876,0.000605051,0.000605051,0.000605051
48,2439.36,0.91792,0.70049,1.98628,0.96186,0.94941,0.96955,0.79848,0.62952,0.43607,1.58965,0.000594052,0.000594052,0.000594052
49,2484.91,0.91575,0.69639,1.98469,0.95538,0.95892,0.96819,0.7982,0.64173,0.43404,1.61443,0.000583053,0.000583053,0.000583053
50,2530.66,0.90928,0.68641,1.96357,0.95246,0.95502,0.96811,0.80278,0.62879,0.42843,1.58613,0.000572054,0.000572054,0.000572054
51,2576,0.91095,0.68445,1.94618,0.94739,0.96435,0.96748,0.80799,0.61982,0.43015,1.58409,0.000561055,0.000561055,0.000561055
